id,genotype,day,stage,number
MM_5,MM,23,2_second_instar,4
MM_5,MM,23,3_third_instar,3
MM_5,MM,23,4_early_fourth_instar,6
MM_5,MM,23,5_late_fourth_instar,9
MM_5,MM,23,6_exuviea,0
MM_5,MM,26,0_egg,0
MM_5,MM,26,1_first_instar,0
MM_5,MM,26,2_second_instar,0
MM_5,MM,26,3_third_instar,3
MM_5,MM,26,4_early_fourth_instar,2
MM_5,MM,26,5_late_fourth_instar,6
MM_5,MM,26,6_exuviea,1
MM_5,MM,29,0_egg,0
MM_5,MM,29,1_first_instar,0
MM_5,MM,29,2_second_instar,1
MM_5,MM,29,3_third_instar,1
MM_5,MM,29,4_early_fourth_instar,0
MM_5,MM,29,5_late_fourth_instar,3
MM_5,MM,29,6_exuviea,1
MM_5,MM,33,0_egg,0
MM_5,MM,33,1_first_instar,0
MM_5,MM,33,2_second_instar,0
MM_5,MM,33,3_third_instar,1
MM_5,MM,33,4_early_fourth_instar,0
MM_5,MM,33,5_late_fourth_instar,0
MM_5,MM,33,6_exuviea,0
MM_5,MM,36,0_egg,0
MM_5,MM,36,1_first_instar,0
MM_5,MM,36,2_second_instar,0
MM_5,MM,36,3_third_instar,1
MM_5,MM,36,4_early_fourth_instar,0
MM_5,MM,36,5_late_fourth_instar,0
MM_5,MM,36,6_exuviea,0
